['TIL-103D', '17:40', '19:00', 'Monday']
['CEL-106', '08:30', '11:30', 'Wednesday']
['CEL-106', '08:30', '11:30', 'Thursday']
['CEL-106', '08:30', '11:30', 'Tuesday']
['CEL-106', '08:30', '11:30', 'Monday']
['SEC-209', '12:10', '13:30', 'Wednesday']
['SEC-209', '14:00', '15:20', 'Friday']
['SEC-209', '14:00', '15:20', 'Tuesday']
['SEC-209', '14:00', '15:20', 'Thursday']
['RWH-333', '08:30', '11:30', 'Friday']
['RWH-333', '08:30', '11:30', 'Thursday']
['RWH-333', '15:50', '18:50', 'Monday']
['RWH-333', '15:50', '18:50', 'Tuesday']
['SEC-202', '15:50', '17:10', 'Tuesday']
['SEC-202', '15:50', '17:10', 'Thursday']
['RWH-402', '17:40', '20:40', 'Monday']
['RWH-402', '17:40', '20:40', 'Tuesday']
['RWH-402', '14:00', '15:20', 'Tuesday']
['RWH-402', '14:00', '15:20', 'Thursday']
['BME-128', '14:00', '15:20', 'Tuesday']
['BME-128', '14:00', '15:20', 'Thursday']
['RWH-402', '17:40', '20:40', 'Wednesday']
['RWH-404', '15:50', '17:10', 'Monday']
['RWH-404', '15:50', '17:10', 'Wednesday']
['RWH-402', '14:00', '16:59', 'Wednesday']
['RWH-102', '17:40', '19:00', 'Thursday']
['RWH-404', '15:50', '17:10', 'Tuesday']
['RWH-404', '15:50', '17:10', 'Thursday']
['HLL-114', '17:40', '19:00', 'Tuesday']
['HLL-114', '17:40', '19:00', 'Thursday']
['HLL-114', '08:30', '09:50', 'Monday']
['HLL-114', '08:30', '09:50', 'Thursday']
['SEC-117', '17:40', '19:00', 'Tuesday']
['SEC-117', '17:40', '19:00', 'Thursday']
['EE-205', '10:20', '13:20', 'Wednesday']
['EE-205', '10:20', '13:20', 'Thursday']
['EE-205', '10:20', '13:20', 'Monday']
['EE-205', '14:00', '17:00', 'Monday']
['EE-205', '14:00', '17:00', 'Tuesday']
['EE-205', '14:00', '17:00', 'Wednesday']
['EE-205', '14:00', '17:00', 'Thursday']
['EE-205', '14:00', '17:00', 'Friday']
['EE-205', '10:20', '13:20', 'Tuesday']
['SEC-111', '17:40', '19:00', 'Monday']
['SEC-111', '17:40', '19:00', 'Wednesday']
['SEC-206', '14:00', '15:20', 'Wednesday']
['ARC-333', '12:10', '13:30', 'Wednesday']
['SEC-220', '15:50', '17:10', 'Wednesday']
['SEC-211', '12:10', '13:30', 'Tuesday']
['SEC-211', '10:20', '11:40', 'Tuesday']
['ARC-206', '08:30', '09:50', 'Wednesday']
['SEC-211', '08:30', '09:50', 'Tuesday']
['ARC-206', '10:20', '11:40', 'Wednesday']
['SEC-117', '14:00', '15:20', 'Tuesday']
['SEC-117', '14:00', '15:20', 'Thursday']
['EE-209', '10:20', '13:20', 'Friday']
['EE-209', '10:20', '13:20', 'Tuesday']
['HLL-114', '10:20', '11:40', 'Monday']
['HLL-114', '10:20', '11:40', 'Thursday']
['CCB-1209', '08:30', '09:50', 'Tuesday']
['CCB-1203', '15:50', '17:10', 'Monday']
['RWH-206', '10:20', '11:40', 'Tuesday']
['CCB-1209', '14:00', '15:20', 'Monday']
['CCB-1203', '12:10', '13:30', 'Tuesday']
['CCB-1203', '14:00', '15:20', 'Tuesday']
['ARC-107', '08:30', '09:50', 'Monday']
['ARC-107', '08:30', '09:50', 'Thursday']
['SEC-111', '15:50', '17:10', 'Tuesday']
['SEC-111', '15:50', '17:10', 'Thursday']
['SEC-117', '10:20', '11:40', 'Monday']
['SEC-117', '10:20', '11:40', 'Thursday']
['BME-102', '12:10', '13:30', 'Monday']
['BME-102', '12:10', '13:30', 'Thursday']
['EE-103', '10:20', '13:20', 'Friday']
['EE-103', '08:30', '11:30', 'Wednesday']
['COR-101', '15:50', '17:10', 'Monday']
['COR-101', '15:50', '17:10', 'Wednesday']
['HLL-009', '10:20', '11:40', 'Tuesday']
['ARC-204', '12:10', '13:30', 'Tuesday']
['EN-B120', '15:50', '17:10', 'Monday']
['EN-B120', '15:50', '17:10', 'Wednesday']
['SEC-216', '14:00', '15:20', 'Tuesday']
['SEC-203', '12:10', '13:30', 'Tuesday']
['SEC-217', '10:20', '11:40', 'Tuesday']
['EE-103', '17:40', '20:40', 'Tuesday']
['EE-103', '08:30', '11:30', 'Thursday']
['EE-103', '14:00', '17:00', 'Friday']
['SEC-118', '15:50', '17:10', 'Tuesday']
['SEC-118', '15:50', '17:10', 'Thursday']
['EE-107', '14:00', '17:00', 'Friday']
['EE-107', '14:00', '17:00', 'Wednesday']
['HLL-114', '08:30', '09:50', 'Tuesday']
['HLL-114', '08:30', '09:50', 'Friday']
['EE-107', '10:20', '13:20', 'Monday']
['EE-107', '10:20', '13:20', 'Tuesday']
['EE-107', '10:20', '13:20', 'Wednesday']
['EE-107', '10:20', '13:20', 'Friday']
['SEC-117', '08:30', '09:50', 'Tuesday']
['SEC-117', '08:30', '09:50', 'Friday']
['EE-242', '14:00', '17:00', 'Wednesday']
['EE-242', '10:20', '13:20', 'Thursday']
['SEC-210', '10:20', '11:40', 'Tuesday']
['SEC-210', '10:20', '11:40', 'Friday']
['HLL-114', '08:30', '09:50', 'Wednesday']
['SEC-205', '10:20', '11:40', 'Monday']
['SEC-205', '10:20', '11:40', 'Thursday']
['ARC-107', '14:00', '17:00', 'Friday']
['SEC-111', '08:30', '09:50', 'Monday']
['SEC-111', '08:30', '09:50', 'Thursday']
['COR-538', '17:40', '20:40', 'Monday']
['RWH-105', '12:10', '15:10', 'Tuesday']
['COR-538', '17:40', '20:40', 'Tuesday']
['SEC-202', '15:50', '17:10', 'Monday']
['SEC-202', '15:50', '17:10', 'Wednesday']
['SEC-216', '12:10', '13:30', 'Monday']
['SEC-216', '12:10', '13:30', 'Thursday']
['BME-102', '14:00', '17:00', 'Thursday']
['COR-538', '15:50', '17:10', 'Tuesday']
['RWH-105', '14:00', '15:20', 'Monday']
['RWH-105', '14:00', '15:20', 'Wednesday']
['EE-103', '12:10', '15:10', 'Thursday']
['EE-203', '17:40', '20:40', 'Tuesday']
['COR-538', '08:30', '09:50', 'Tuesday']
['COR-538', '08:30', '09:50', 'Friday']
['ARC-206', '15:50', '17:10', 'Monday']
['ARC-206', '15:50', '17:10', 'Wednesday']
['COR-538', '17:40', '19:00', 'Thursday']
['EE-103', '19:30', '20:50', 'Thursday']
['SEC-207', '14:00', '15:20', 'Monday']
['SEC-207', '14:00', '15:20', 'Wednesday']
['SEC-203', '10:20', '11:40', 'Tuesday']
['SEC-203', '10:20', '11:40', 'Friday']
['RWH-102', '17:40', '19:00', 'Monday']
['RWH-102', '15:50', '17:10', 'Monday']
['RWH-206', '17:40', '19:00', 'Tuesday']
['RWH-211', '17:40', '19:00', 'Tuesday']
['RWH-102', '10:20', '11:40', 'Tuesday']
['RWH-105', '12:10', '13:30', 'Thursday']
['RWH-206', '12:10', '13:30', 'Tuesday']
['RWH-211', '12:10', '13:30', 'Tuesday']
['RWH-211', '08:30', '09:50', 'Thursday']
['RWH-102', '12:10', '13:30', 'Tuesday']
['RWH-206', '14:00', '15:20', 'Tuesday']
['RWH-211', '14:00', '15:20', 'Tuesday']
['RWH-206', '12:10', '13:30', 'Friday']
['RWH-102', '14:00', '15:20', 'Tuesday']
['RWH-105', '14:00', '15:20', 'Thursday']
['RWH-206', '10:20', '11:40', 'Wednesday']
['RWH-206', '12:10', '13:30', 'Wednesday']
['RWH-211', '10:20', '11:40', 'Wednesday']
['RWH-102', '12:10', '13:30', 'Wednesday']
['RWH-206', '14:00', '15:20', 'Wednesday']
['RWH-211', '14:00', '15:20', 'Wednesday']
['RWH-206', '15:50', '17:10', 'Wednesday']
['RWH-102', '14:00', '15:20', 'Wednesday']
['RWH-105', '12:10', '13:30', 'Monday']
['RWH-206', '14:00', '15:20', 'Monday']
['RWH-211', '14:00', '15:20', 'Monday']
['RWH-206', '12:10', '13:30', 'Thursday']
['RWH-102', '15:50', '17:10', 'Wednesday']
['RWH-206', '15:50', '17:10', 'Monday']
['RWH-211', '15:50', '17:10', 'Monday']
['RWH-211', '12:10', '13:30', 'Thursday']
['RWH-102', '12:10', '13:30', 'Thursday']
['RWH-105', '12:10', '13:30', 'Wednesday']
['RWH-206', '12:10', '13:30', 'Monday']
['RWH-211', '12:10', '13:30', 'Monday']
['RWH-206', '14:00', '15:20', 'Thursday']
['RWH-102', '14:00', '15:20', 'Thursday']
['RWH-206', '08:30', '09:50', 'Friday']
['RWH-206', '10:20', '11:40', 'Friday']
['RWH-211', '12:10', '13:30', 'Friday']
['RWH-102', '17:40', '19:00', 'Wednesday']
['RWH-206', '17:40', '19:00', 'Thursday']
['RWH-211', '17:40', '19:00', 'Monday']
['RWH-211', '17:40', '19:00', 'Thursday']
['RWH-102', '14:00', '15:20', 'Monday']
['RWH-102', '10:20', '11:40', 'Thursday']
['RWH-206', '10:20', '11:40', 'Monday']
['RWH-211', '14:00', '15:20', 'Thursday']
['RWH-208', '17:40', '19:00', 'Tuesday']
['RWH-208', '12:10', '13:30', 'Monday']
['RWH-208', '10:20', '11:40', 'Wednesday']
['RWH-105', '08:30', '09:50', 'Monday']
['RWH-105', '08:30', '09:50', 'Thursday']
['ARC-105', '14:00', '15:20', 'Wednesday']
['ARC-105', '10:20', '11:40', 'Wednesday']
['ARC-105', '15:50', '17:10', 'Tuesday']
['ARC-105', '10:20', '11:40', 'Tuesday']
['RWH-105', '08:30', '09:50', 'Tuesday']
['RWH-105', '08:30', '09:50', 'Friday']
['ARC-105', '19:30', '20:50', 'Monday']
['ARC-105', '17:40', '19:00', 'Monday']
['ARC-105', '12:10', '13:30', 'Monday']
['ARC-105', '10:20', '11:40', 'Monday']
['RWH-105', '10:20', '11:40', 'Monday']
['RWH-105', '10:20', '11:40', 'Thursday']
['COR-101', '17:40', '19:00', 'Wednesday']
['SEC-210', '12:10', '13:30', 'Wednesday']
['SEC-210', '10:20', '11:40', 'Wednesday']
['ARC-107', '10:20', '11:40', 'Wednesday']
['RWH-105', '15:50', '17:10', 'Monday']
['RWH-105', '15:50', '17:10', 'Wednesday']
['RWH-102', '08:30', '09:50', 'Monday']
['RWH-102', '08:30', '09:50', 'Thursday']
['RWH-102', '10:20', '11:40', 'Wednesday']
['RWH-102', '17:40', '19:00', 'Tuesday']
['ARC-205', '17:40', '19:00', 'Tuesday']
['RWH-208', '17:40', '19:00', 'Monday']
['ARC-206', '15:50', '17:10', 'Tuesday']
['CCB-1203', '17:40', '20:40', 'Monday']
['SEC-208', '10:20', '13:20', 'Monday']
['SEC-208', '15:50', '18:50', 'Monday']
['BME-102', '17:40', '20:40', 'Wednesday']
['ARC-205', '14:00', '17:00', 'Tuesday']
['SEC-220', '17:40', '20:40', 'Thursday']
['SEC-208', '10:20', '13:20', 'Tuesday']
['SEC-204', '14:00', '17:00', 'Thursday']
['COR-601', '10:20', '13:20', 'Thursday']
['BME-102', '17:40', '20:40', 'Tuesday']
['WL-128', '14:00', '15:20', 'Monday']
['WL-128', '14:00', '15:20', 'Wednesday']
['PH-115', '14:00', '15:20', 'Tuesday']
['PH-115', '14:00', '15:20', 'Thursday']
['COR-104', '08:30', '11:30', 'Tuesday']
['COR-104', '08:30', '11:30', 'Wednesday']
['COR-104', '08:30', '11:30', 'Monday']
['HLL-116', '12:10', '13:30', 'Monday']
['HLL-116', '12:10', '13:30', 'Thursday']
['SEC-209', '10:20', '11:40', 'Wednesday']
['RWH-105', '10:20', '11:40', 'Tuesday']
['RWH-105', '10:20', '11:40', 'Friday']
['RWH-105', '15:50', '17:10', 'Tuesday']
['RWH-105', '15:50', '17:10', 'Thursday']
['RWH-105', '17:40', '19:00', 'Tuesday']
['RWH-105', '17:40', '19:00', 'Thursday']
['SEC-209', '17:40', '19:00', 'Tuesday']
['SEC-204', '17:40', '19:00', 'Thursday']
['SEC-208', '17:40', '19:00', 'Wednesday']
['FBO-108', '14:00', '15:20', 'Monday']
['FBO-108', '14:00', '15:20', 'Wednesday']
['COR-101', '15:50', '17:10', 'Tuesday']
['COR-101', '15:50', '17:10', 'Thursday']
['COR-602', '10:20', '11:40', 'Monday']
['COR-602', '10:20', '11:40', 'Thursday']
['HLL-009', '15:50', '17:10', 'Monday']
['HLL-009', '15:50', '17:10', 'Wednesday']
['HLL-116', '10:20', '11:40', 'Tuesday']
['HLL-116', '10:20', '11:40', 'Friday']
['SEC-205', '14:00', '15:20', 'Monday']
['SEC-205', '14:00', '15:20', 'Wednesday']
['SEC-202', '12:10', '13:30', 'Tuesday']
['SEC-208', '12:10', '13:30', 'Wednesday']
['SEC-208', '14:00', '15:20', 'Friday']
['SEC-211', '19:45', '20:40', 'Thursday']
['EN-A111', '15:50', '18:50', 'Monday']
['EN-A111', '10:20', '13:20', 'Monday']
['EN-A111', '15:50', '18:50', 'Wednesday']
['SEC-203', '14:00', '15:20', 'Tuesday']
['SEC-203', '14:00', '15:20', 'Thursday']
['SEC-202', '08:30', '09:50', 'Monday']
['SEC-202', '08:30', '09:50', 'Thursday']
['SEC-206', '10:20', '11:40', 'Tuesday']
['EN-A107', '10:20', '13:20', 'Wednesday']
['EN-A107', '15:50', '18:50', 'Wednesday']
['EN-A107', '14:00', '17:00', 'Monday']
['ARC-206', '14:00', '15:20', 'Monday']
['ARC-206', '14:00', '15:20', 'Wednesday']
['SEC-210', '12:25', '13:20', 'Tuesday']
['CCR-201', '14:00', '15:20', 'Monday']
['EN-B120', '12:10', '13:30', 'Monday']
['EN-B120', '12:10', '13:30', 'Thursday']
['SEC-111', '10:20', '11:40', 'Tuesday']
['SEC-111', '10:20', '11:40', 'Friday']
['CCR-201', '17:40', '19:00', 'Friday']
['CCR-201', '17:40', '19:00', 'Tuesday']
['CCR-201', '17:40', '19:00', 'Thursday']
['BME-102', '14:00', '15:20', 'Tuesday']
['HLL-114', '10:20', '11:40', 'Tuesday']
['HLL-114', '10:20', '11:40', 'Friday']
['HLL-114', '15:50', '17:10', 'Monday']
['HLL-114', '15:50', '17:10', 'Wednesday']
['HLL-114', '12:10', '13:30', 'Tuesday']
['HLL-114', '12:10', '13:30', 'Friday']
['SEC-118', '12:10', '13:30', 'Wednesday']
['SEC-118', '14:00', '15:20', 'Friday']
['EN-D123', '12:10', '15:10', 'Monday']
['EN-D123', '08:30', '11:30', 'Tuesday']
['EN-D123', '08:30', '11:30', 'Friday']
['EN-D123', '08:30', '11:30', 'Wednesday']
['EN-D123', '12:10', '15:10', 'Thursday']
['EN-D123', '14:00', '17:00', 'Tuesday']
['EN-D123', '17:40', '20:40', 'Wednesday']
['EN-D123', '08:30', '11:30', 'Monday']
['EN-D123', '08:30', '11:30', 'Thursday']
['EN-D123', '17:40', '20:40', 'Tuesday']
['SEC-111', '08:30', '09:50', 'Tuesday']
['SEC-111', '08:30', '09:50', 'Friday']
['SEC-111', '14:00', '15:20', 'Monday']
['SEC-111', '14:00', '15:20', 'Wednesday']
['EN-D110', '14:00', '15:20', 'Thursday']
['EN-D110', '15:50', '17:10', 'Thursday']
['EN-D110', '15:50', '17:10', 'Friday']
['EN-D110', '12:10', '13:30', 'Thursday']
['EN-D110', '10:20', '11:40', 'Thursday']
['EN-D110', '17:40', '19:00', 'Monday']
['EN-D110', '14:00', '15:20', 'Friday']
['EN-B125', '17:40', '19:00', 'Tuesday']
['EN-B125', '17:40', '19:00', 'Thursday']
['EN-B125', '08:30', '09:50', 'Monday']
['EN-B125', '08:30', '09:50', 'Thursday']
['ARC-103', '12:10', '13:30', 'Wednesday']
['ARC-103', '14:00', '15:20', 'Friday']
['EN-D123', '17:40', '19:00', 'Monday']
['EN-D123', '15:50', '17:10', 'Monday']
['EN-D123', '17:40', '19:00', 'Wednesday']
['EN-D123', '15:50', '17:10', 'Wednesday']
['EN-D123', '17:40', '19:00', 'Thursday']
['EN-D123', '15:50', '17:10', 'Thursday']
['EN-B125', '14:00', '15:20', 'Tuesday']
['EN-B125', '14:00', '15:20', 'Thursday']
['FBO-108', '14:00', '15:20', 'Tuesday']
['FBO-108', '14:00', '15:20', 'Thursday']
['ARC-103', '08:30', '09:50', 'Monday']
['ARC-103', '08:30', '09:50', 'Thursday']
['SEC-118', '10:20', '11:40', 'Tuesday']
['SEC-118', '10:20', '11:40', 'Friday']
['FBO-108', '12:10', '13:30', 'Tuesday']
['FBO-108', '12:10', '13:30', 'Friday']
['PH-115', '12:10', '13:30', 'Monday']
['PH-115', '12:10', '13:30', 'Thursday']
['PH-111', '17:40', '19:00', 'Monday']
['PH-111', '17:40', '19:00', 'Wednesday']
['HLL-116', '08:30', '09:50', 'Tuesday']
['HLL-116', '08:30', '09:50', 'Friday']
['ARC-103', '14:00', '15:20', 'Monday']
['HLL-116', '15:50', '17:10', 'Tuesday']
['HLL-116', '15:50', '17:10', 'Thursday']
['ARC-105', '15:50', '17:10', 'Monday']
['ARC-105', '15:50', '17:10', 'Wednesday']
['SEC-208', '19:30', '20:50', 'Monday']
['SEC-208', '19:30', '20:50', 'Wednesday']
['ARC-107', '10:20', '11:40', 'Monday']
['ARC-107', '10:20', '11:40', 'Thursday']
['EN-D110', '17:40', '20:40', 'Tuesday']
['SC-219', '17:40', '20:40', 'Tuesday']
['SC-114', '17:40', '20:40', 'Monday']
['ED-025B', '17:40', '20:40', 'Tuesday']
['SC-219', '14:00', '17:00', 'Tuesday']
['ABW-1100', '17:40', '20:40', 'Thursday']
['SC-201', '14:00', '17:00', 'Monday']
['SC-215', '14:00', '17:00', 'Monday']
['MU-112', '17:40', '20:40', 'Monday']
['ABE-2250', '17:40', '20:40', 'Thursday']
['SC-119', '17:40', '20:40', 'Wednesday']
['SC-215', '10:20', '13:20', 'Wednesday']
['SC-207', '17:40', '20:40', 'Monday']
['SC-201', '17:40', '20:40', 'Tuesday']
['ED-025A', '17:40', '20:40', 'Monday']
['MU-112', '14:00', '17:00', 'Wednesday']
['ED-030', '17:40', '20:40', 'Monday']
['HH-A3', '17:40', '20:40', 'Tuesday']
['SC-121', '17:40', '20:40', 'Monday']
['VIX-109', '15:50', '18:50', 'Thursday']
['MU-112', '17:40', '20:40', 'Tuesday']
['FH-A3', '17:40', '20:40', 'Tuesday']
['HH-A4', '17:40', '20:40', 'Monday']
['SC-114', '17:40', '20:40', 'Thursday']
['FH-A4', '17:40', '20:40', 'Monday']
['HH-A3', '17:40', '20:40', 'Monday']
['MU-112', '17:40', '20:40', 'Wednesday']
['ABW-3100', '17:40', '20:40', 'Monday']
['SC-219', '15:50', '18:50', 'Wednesday']
['FH-B6', '15:50', '18:50', 'Thursday']
['FH-B2', '19:30', '22:30', 'Thursday']
['CA-A2', '15:50', '18:50', 'Thursday']
['SC-219', '19:30', '22:30', 'Wednesday']
['SC-115', '19:30', '22:30', 'Wednesday']
['ABE-3450', '19:30', '22:30', 'Thursday']
['ABE-2250', '17:40', '20:40', 'Wednesday']
['FH-B6', '17:40', '20:40', 'Tuesday']
['ABW-2100', '17:40', '20:40', 'Monday']
['BE-214', '10:20', '13:20', 'Monday']
['RAB-003', '14:00', '17:00', 'Tuesday']
['RAB-003', '12:10', '15:10', 'Monday']
['BIO-302', '14:00', '17:00', 'Tuesday']
['BIO-315', '10:20', '13:20', 'Monday']
['VH-001', '10:20', '13:20', 'Friday']
['VH-001', '10:20', '13:20', 'Monday']
['VH-001', '17:40', '20:40', 'Wednesday']
['VH-001', '15:50', '18:50', 'Monday']
['ENR-334', '10:20', '13:20', 'Wednesday']
['BME-128', '14:00', '15:20', 'Monday']
['BME-128', '14:00', '15:20', 'Wednesday']
['BME-126', '15:50', '17:10', 'Monday']
['BME-126', '15:50', '17:10', 'Wednesday']
['BME-116', '17:40', '20:40', 'Thursday']
['BME-116', '12:10', '13:30', 'Tuesday']
['BME-116', '12:10', '13:30', 'Friday']
['BME-126', '10:20', '11:40', 'Tuesday']
['BME-126', '10:20', '11:40', 'Thursday']
['BME-116', '12:10', '15:10', 'Wednesday']
['BME-116', '14:00', '15:20', 'Tuesday']
['BME-116', '14:00', '15:20', 'Thursday']
['BME-116', '12:10', '13:30', 'Monday']
['BME-122', '08:30', '11:30', 'Friday']
['BME-107', '12:10', '13:30', 'Thursday']
['BME-116', '17:40', '19:00', 'Monday']
['SEC-206', '13:40', '16:40', 'Monday']
['SEC-206', '18:00', '21:00', 'Monday']
['SEC-206', '18:00', '21:00', 'Tuesday']
['SEC-206', '18:00', '21:00', 'Wednesday']
['SEC-206', '18:00', '21:00', 'Thursday']
['SEC-216', '18:00', '21:00', 'Thursday']
['SEC-221A', '12:10', '15:10', 'Thursday']
['SEC-221A', '12:00', '12:59', 'Monday']
['SEC-221A', '11:31', '11:56', 'Monday']
['SEC-221A', '10:30', '11:30', 'Monday']
['SEC-221A', '17:00', '20:00', 'Tuesday']
['SEC-221A', '18:00', '21:00', 'Monday']
['SEC-221A', '16:00', '17:30', 'Wednesday']
['SEC-221A', '18:00', '20:00', 'Wednesday']
['BE-213', '17:40', '20:40', 'Wednesday']
['SEC-221A', '14:00', '15:00', 'Tuesday']
['SEC-211', '17:40', '20:40', 'Monday']
['ARC-204', '17:40', '20:40', 'Wednesday']
['ARC-204', '17:40', '20:40', 'Thursday']
['SEC-216', '17:40', '20:40', 'Tuesday']
['FBO-108', '10:20', '11:40', 'Friday']
['EN-C115', '14:00', '15:20', 'Thursday']
['HLL-009', '15:50', '17:10', 'Tuesday']
['HLL-009', '15:50', '17:10', 'Thursday']
['ARC-333', '08:30', '09:50', 'Monday']
['ARC-333', '08:30', '09:50', 'Thursday']
['CCB-1303', '10:20', '13:20', 'Tuesday']
['CCB-1303', '10:20', '13:20', 'Wednesday']
['CCB-1303', '12:00', '15:00', 'Thursday']
['CCB-1303', '10:20', '13:20', 'Friday']
['SEC-218', '18:00', '21:00', 'Monday']
['RWH-402', '18:00', '21:00', 'Thursday']
['ARC-207', '18:00', '21:00', 'Wednesday']
['RWH-404', '18:00', '21:00', 'Monday']
['ARC-203', '18:00', '21:00', 'Wednesday']
['BME-126', '18:00', '21:00', 'Thursday']
['RWH-404', '18:00', '21:00', 'Wednesday']
['HCK-117', '18:00', '21:00', 'Wednesday']
['RWH-404', '18:00', '21:00', 'Tuesday']
['ARC-110', '18:00', '21:00', 'Wednesday']
['ARC-207', '18:00', '21:00', 'Monday']
['ARC-207', '18:00', '21:00', 'Thursday']
['RWH-404', '18:00', '21:00', 'Thursday']
['SEC-212', '18:00', '21:00', 'Monday']
['BME-128', '18:00', '21:00', 'Thursday']
['ARC-205', '18:00', '21:00', 'Wednesday']
['ARC-110', '18:00', '21:00', 'Tuesday']
['SEC-217', '18:00', '21:00', 'Thursday']
['RWH-402', '17:00', '17:59', 'Wednesday']
['PSY-A139', '15:30', '18:30', 'Friday']
['PSY-307', '13:00', '16:00', 'Wednesday']
['GTW-524B', '12:15', '15:15', 'Thursday']
['GTW-524B', '09:00', '12:00', 'Wednesday']
['BC-201', '10:00', '13:00', 'Tuesday']
['CI-222', '12:00', '13:30', 'Wednesday']
['CI-304', '14:00', '17:00', 'Monday']
['CI-304', '14:00', '17:00', 'Tuesday']
['CI-304', '10:20', '13:20', 'Tuesday']
['HU-101', '10:20', '13:20', 'Tuesday']
['HU-101', '10:00', '13:00', 'Monday']
['CI-304', '10:20', '13:20', 'Thursday']
['HU-101', '18:00', '21:00', 'Thursday']
['CI-304', '18:00', '21:00', 'Monday']
['CI-304', '14:00', '17:00', 'Wednesday']
['HU-101', '10:20', '13:20', 'Thursday']
['HU-101', '14:00', '17:00', 'Wednesday']
['ABW-4052', '10:30', '13:30', 'Friday']
['ABW-6010', '12:00', '15:00', 'Thursday']
['ABW-4190', '15:50', '18:50', 'Wednesday']
['CCB-1303', '14:00', '17:00', 'Tuesday']
['PH-111', '14:00', '17:00', 'Tuesday']
['SEC-117', '17:40', '19:00', 'Monday']
['SEC-117', '17:40', '19:00', 'Wednesday']
['SEC-203', '08:30', '11:30', 'Wednesday']
['HLL-009', '14:00', '15:20', 'Monday']
['HLL-009', '14:00', '15:20', 'Wednesday']
['ABW-1170', '08:30', '11:30', 'Wednesday']
['LSH-B269', '12:10', '13:30', 'Monday']
['LSH-B269', '12:10', '13:30', 'Thursday']
['TIL-246', '18:00', '21:00', 'Thursday']
['SEC-205', '14:00', '15:20', 'Tuesday']
['SEC-205', '14:00', '15:20', 'Thursday']
['SEC-203', '15:50', '17:10', 'Monday']
['SEC-203', '15:50', '17:10', 'Wednesday']
['ARC-107', '12:10', '15:10', 'Wednesday']
['SEC-207', '10:20', '13:20', 'Wednesday']
['SEC-210', '19:30', '22:30', 'Wednesday']
['ARC-207', '10:20', '13:20', 'Friday']
['SEC-209', '14:00', '15:20', 'Monday']
['SEC-209', '14:00', '15:20', 'Wednesday']
['HLL-116', '08:30', '11:30', 'Wednesday']
['SEC-205', '12:10', '13:30', 'Monday']
['SEC-205', '12:10', '13:30', 'Thursday']
['BE-250', '12:10', '15:10', 'Tuesday']
['TIL-242', '14:00', '15:20', 'Monday']
['TIL-242', '14:00', '15:20', 'Wednesday']
['ENR-123', '10:20', '13:20', 'Tuesday']
['ENR-123', '08:30', '09:50', 'Monday']
['ENR-123', '08:30', '09:50', 'Thursday']
['ENR-145', '12:30', '13:50', 'Monday']
['ENR-237', '15:55', '17:15', 'Tuesday']
['ENR-237', '15:55', '17:15', 'Thursday']
['SC-232', '12:10', '15:10', 'Wednesday']
['HH-A5', '12:10', '13:30', 'Monday']
['HH-A5', '12:10', '13:30', 'Thursday']
['SC-101', '14:00', '15:20', 'Tuesday']
['SC-102', '15:50', '17:10', 'Monday']
['SC-102', '15:50', '17:10', 'Wednesday']
['SC-101', '14:00', '15:20', 'Thursday']
['SC-204', '10:20', '13:20', 'Tuesday']
['SC-114', '12:10', '13:30', 'Wednesday']
['SC-203', '14:00', '15:20', 'Monday']
['SC-203', '14:00', '15:20', 'Wednesday']
['SC-119', '15:50', '17:10', 'Tuesday']
['SC-119', '15:50', '17:10', 'Thursday']
['SC-202', '10:20', '13:20', 'Tuesday']
['NJ-105', '12:10', '15:10', 'Thursday']
['SC-102', '17:40', '19:00', 'Monday']
['SC-102', '17:40', '19:00', 'Wednesday']
['HH-A5', '10:20', '11:40', 'Monday']
['HH-A5', '10:20', '11:40', 'Thursday']
['ABE-2200', '17:40', '20:40', 'Wednesday']
['ABE-2250', '17:40', '20:40', 'Tuesday']
['ABE-3200', '17:40', '20:40', 'Thursday']
['SC-119', '17:40', '20:40', 'Thursday']
['SEC-217', '19:30', '20:50', 'Monday']
['SEC-217', '19:30', '20:50', 'Wednesday']
['ARC-107', '17:40', '19:00', 'Monday']
['ARC-107', '17:40', '19:00', 'Wednesday']
['SEC-207', '10:20', '11:40', 'Tuesday']
['SEC-207', '10:20', '11:40', 'Friday']
['SEC-217', '10:20', '11:40', 'Monday']
['SEC-217', '10:20', '11:40', 'Thursday']
['SEC-210', '17:40', '19:00', 'Monday']
['SEC-210', '17:40', '19:00', 'Wednesday']
['COR-538', '14:00', '17:00', 'Thursday']
['SEC-205', '15:50', '17:10', 'Monday']
['SEC-205', '15:50', '17:10', 'Wednesday']
['SEC-117', '12:10', '15:10', 'Wednesday']
['PH-115', '17:40', '20:40', 'Tuesday']
['PH-115', '19:30', '20:50', 'Monday']
['PH-115', '19:30', '20:50', 'Wednesday']
['SEC-216', '10:20', '11:40', 'Monday']
['SEC-216', '10:20', '11:40', 'Thursday']
['COR-538', '12:10', '15:10', 'Friday']
['SEC-212', '12:10', '15:10', 'Thursday']
['RWH-105', '10:20', '11:40', 'Wednesday']
['FOR-138A', '08:30', '09:50', 'Friday']
['MU-207', '10:20', '13:20', 'Thursday']
['MU-207', '12:10', '15:10', 'Wednesday']
['MU-207', '10:20', '13:20', 'Tuesday']
['MU-305', '15:50', '18:50', 'Wednesday']
['MU-207', '14:00', '17:00', 'Monday']
